0 Ori: 1.07385 Aft: 1.07393
0 Ori: 3.21855 Aft: 3.21897
0 Ori: 3.21673 Aft: 3.21703
0 Ori: 0.369055 Aft: 0.369682
0 Ori: 2.65975 Aft: 2.65936
0 Ori: 3.48231 Aft: 3.48247
0 Ori: 2.37269 Aft: 2.37305
0 Ori: 0.985939 Aft: 0.986039
0 Ori: 0.446397 Aft: 0.44674
0 Ori: 4.45593 Aft: 4.45655
0 Ori: 4.62586 Aft: 4.62572
0 Ori: 2.46616 Aft: 2.46545
0 Ori: 2.07629 Aft: 2.0759
0 Ori: 1.19413 Aft: 1.19529
0 Ori: 2.38078 Aft: 2.38026
0 Ori: 2.67208 Aft: 2.67208
0 Ori: 1.1585 Aft: 1.15846
0 Ori: 2.23458 Aft: 2.23333
0 Ori: 7.58474 Aft: 7.58694
0 Ori: 1.97606 Aft: 1.97664
0 Ori: 4.25526 Aft: 4.25551
0 Ori: 3.69821 Aft: 3.6986
0 Ori: 2.39595 Aft: 2.39579
0 Ori: 2.98598 Aft: 2.98599
0 Ori: 3.91103 Aft: 3.91178
0 Ori: 2.54344 Aft: 2.54305
0 Ori: 1.97247 Aft: 1.97295
0 Ori: 3.82325 Aft: 3.82213
0 Ori: 2.88168 Aft: 2.88045
0 Ori: 2.28539 Aft: 2.28668
0 Ori: 2.34715 Aft: 2.34677
0 Ori: 4.18415 Aft: 4.18339
0 Ori: 2.51922 Aft: 2.51897
0 Ori: 1.44613 Aft: 1.44515
0 Ori: 5.29883 Aft: 5.29959
0 Ori: 2.25673 Aft: 2.25726
0 Ori: 2.41736 Aft: 2.41657
0 Ori: 6.95562 Aft: 6.95538
0 Ori: 5.1911 Aft: 5.19073
0 Ori: 1.69451 Aft: 1.69326
0 Ori: 1.82285 Aft: 1.82214
0 Ori: 1.6197 Aft: 1.62099
0 Ori: 4.86736 Aft: 4.86728
0 Ori: 1.55981 Aft: 1.55932
0 Ori: 0.119918 Aft: 0.120171
0 Ori: 2.43612 Aft: 2.43528
0 Ori: 2.16875 Aft: 2.16826
0 Ori: 4.05534 Aft: 4.0545
0 Ori: 2.34236 Aft: 2.34264
0 Ori: 2.75317 Aft: 2.75373
0 Ori: 3.9039 Aft: 3.9034
0 Ori: 2.61773 Aft: 2.61825
0 Ori: 3.44941 Aft: 3.45117
0 Ori: 2.75698 Aft: 2.75685
0 Ori: 4.92411 Aft: 4.92447
0 Ori: 2.12536 Aft: 2.12605
0 Ori: 1.15097 Aft: 1.15122
0 Ori: 1.92562 Aft: 1.9264
0 Ori: 2.60564 Aft: 2.60591
0 Ori: 4.25398 Aft: 4.25435
0 Ori: 5.35658 Aft: 5.3561
0 Ori: 1.17939 Aft: 1.18025
0 Ori: 1.70258 Aft: 1.70315
0 Ori: 3.82894 Aft: 3.82965
0 Ori: 1.23308 Aft: 1.2332
0 Ori: 3.65661 Aft: 3.65554
1 Ori: 4.85075 Aft: 4.84963
0 Ori: 5.52216 Aft: 5.51949
0 Ori: 1.97005 Aft: 1.9698
0 Ori: 1.88362 Aft: 1.8845
0 Ori: 3.20387 Aft: 3.20457
0 Ori: 3.08903 Aft: 3.08917
0 Ori: 2.46775 Aft: 2.46736
0 Ori: 4.81863 Aft: 4.81787
0 Ori: 2.80339 Aft: 2.80386
0 Ori: 1.65766 Aft: 1.65769
0 Ori: 3.38879 Aft: 3.38813
0 Ori: 2.98842 Aft: 2.98878
0 Ori: 4.80065 Aft: 4.80167
0 Ori: 4.45637 Aft: 4.45783
0 Ori: 6.59071 Aft: 6.59131
0 Ori: 4.12602 Aft: 4.12319
0 Ori: 5.28251 Aft: 5.28122
0 Ori: 2.83738 Aft: 2.83693
0 Ori: 4.48173 Aft: 4.48305
0 Ori: 2.8972 Aft: 2.89604
0 Ori: 1.94998 Aft: 1.95113
0 Ori: 4.96954 Aft: 4.97122
0 Ori: 2.55265 Aft: 2.55294
0 Ori: 5.18863 Aft: 5.19013
0 Ori: 2.56878 Aft: 2.56898
0 Ori: 2.90096 Aft: 2.90016
0 Ori: 3.68438 Aft: 3.68553
0 Ori: 4.23935 Aft: 4.23971
0 Ori: 6.06786 Aft: 6.06744
0 Ori: 1.8418 Aft: 1.84062
0 Ori: 3.73912 Aft: 3.7397
0 Ori: 3.29862 Aft: 3.29723
0 Ori: 5.43198 Aft: 5.43201
0 Ori: 1.31954 Aft: 1.3192
0 Ori: 4.17054 Aft: 4.17081
0 Ori: 1.30201 Aft: 1.30123
0 Ori: 0.0265283 Aft: 0.0225112

0 Ori: 1.05016 Aft: 1.05088
0 Ori: 4.1235 Aft: 4.12192
0 Ori: 1.60964 Aft: 1.60979
0 Ori: 1.88048 Aft: 1.87987
