0 10000 112 0 0 15283 10000 744.071 
0.1 10000 119 1 0 15282.9 10000 744.033 
0.2 10000 95 0 0 15282.9 10000 744.002 
0.3 10000 105 1 0 15282.9 10000 743.923 
0.4 10000 89 1 0 15282.9 10000 743.709 
0.5 10000 121 0 0 15282.9 10000 743.659 
0.6 10000 108 0 0 15282.9 10000 743.605 
0.7 10000 115 0 0 15282.9 10000 743.608 
0.8 10000 101 0 0 15282.9 10000 743.608 
0.9 10000 102 1 0 15282.9 10000 743.608 
1 10000 99 0 0 15282.8 10000 743.558 
1.1 10000 114 0 0 15282.9 10000 743.571 
1.2 10000 91 0 0 15282.8 10000 743.494 
1.3 10000 109 1 0 15282.8 10000 743.494 
1.4 10000 109 1 0 15282.8 10000 743.494 
1.5 10000 102 0 0 15282.8 10000 743.383 
1.6 10000 118 0 0 15282.8 10000 743.383 
1.7 10000 106 0 0 15282.8 10000 743.348 
1.8 10000 108 0 0 15282.8 10000 743.252 
1.9 10000 101 1 0 15282.8 10000 743.225 
2 10000 106 0 0 15282.8 10000 743.225 
2.1 10000 102 0 0 15282.8 10000 743.225 
2.2 10001 99 0 1 15282.8 10001 743.186 
2.3 10001 98 0 0 15282.8 10001 743.186 
2.4 10001 110 2 0 15282.8 10001 743.191 
2.5 10001 117 1 0 15282.8 10001 743.186 
2.6 10001 104 0 0 15282.8 10001 743.172 
2.7 10001 101 0 0 15282.8 10001 743.101 
2.8 10001 114 0 0 15282.8 10001 743.03 
2.9 10001 106 0 0 15282.8 10001 742.907 
3 10001 100 1 0 15282.8 10001 742.765 
3.1 10001 113 0 0 15282.8 10001 742.665 
3.2 10002 95 1 1 15282.8 10002 742.673 
3.3 10002 104 0 0 15282.8 10002 742.654 
3.4 10002 102 0 0 15282.8 10002 742.654 
3.5 10002 109 2 0 15282.7 10002 742.407 
3.6 10002 95 0 0 15282.7 10002 742.39 
3.7 10002 97 0 0 15282.7 10002 742.39 
3.8 10002 122 0 0 15282.7 10002 742.352 
3.9 10003 99 0 1 15282.7 10003 742.309 
4 10003 122 0 0 15282.7 10003 742.285 
4.1 10003 106 0 0 15282.7 10003 742.285 
4.2 10003 100 0 0 15282.7 10003 742.072 
4.3 10003 94 0 0 15282.7 10003 742.072 
4.4 10003 109 0 0 15282.7 10003 742.079 
4.5 10003 106 0 0 15282.7 10003 742.079 
4.6 10003 111 0 0 15282.7 10003 741.98 
4.7 10003 94 1 0 15282.7 10003 741.965 
4.8 10004 102 1 1 15282.7 10004 741.903 
4.9 10004 111 0 0 15282.7 10004 741.903 
5 10004 95 1 0 15282.7 10004 741.847 
5.1 10004 103 0 0 15282.7 10004 741.852 
5.2 10004 107 0 0 15282.7 10004 741.86 
5.3 10004 117 0 0 15282.7 10004 741.826 
5.4 10004 116 0 0 15282.6 10004 741.826 
5.5 10004 95 0 0 15282.6 10004 741.826 
5.6 10004 111 1 0 15282.6 10004 741.755 
5.7 10004 88 0 0 15282.6 10004 741.72 
5.8 10004 102 0 0 15282.6 10004 741.562 
5.9 10004 87 1 0 15282.6 10004 741.562 
6 10004 103 0 0 15282.6 10004 741.528 
6.1 10004 106 0 0 15282.6 10004 741.528 
6.2 10004 112 1 0 15282.5 10004 741.537 
6.3 10004 102 1 0 15282.5 10004 741.537 
6.4 10004 101 1 0 15282.5 10004 741.389 
6.5 10004 108 0 0 15282.5 10004 741.355 
6.6 10004 90 0 0 15282.5 10004 741.294 
6.7 10004 100 0 0 15282.5 10004 741.095 
6.8 10004 108 1 0 15282.5 10004 741.095 
6.9 10004 113 0 0 15282.5 10004 741.095 
7 10004 93 0 0 15282.4 10004 740.867 
7.1 10004 104 0 0 15282.4 10004 740.698 
7.2 10004 95 0 0 15282.4 10004 740.506 
7.3 10004 110 0 0 15282.4 10004 740.506 
7.4 10004 106 0 0 15282.4 10004 740.506 
7.5 10004 88 1 0 15282.4 10004 740.506 
7.6 10004 92 0 0 15282.4 10004 740.514 
7.7 10004 108 1 0 15282.4 10004 740.404 
7.8 10004 97 0 0 15282.4 10004 740.18 
7.9 10004 110 1 0 15282.4 10004 740.097 
8 10004 99 0 0 15282.4 10004 740.097 
8.1 10004 104 0 0 15282.4 10004 740.097 
8.2 10004 106 0 0 15282.3 10004 740.05 
8.3 10005 112 0 1 15282.3 10005 739.917 
8.4 10005 104 0 0 15282.3 10005 739.917 
8.5 10005 107 0 0 15282.3 10005 739.853 
8.6 10005 118 0 0 15282.3 10005 739.809 
8.7 10005 112 0 0 15282.3 10005 739.624 
8.8 10005 104 1 0 15282.3 10005 739.36 
8.9 10005 107 0 0 15282.3 10005 739.271 
9 10005 112 0 0 15282.3 10005 739.015 
9.1 10005 94 0 0 15282.3 10005 739.034 
9.2 10005 109 1 0 15282.3 10005 738.946 
9.3 10005 109 0 0 15282.3 10005 738.946 
9.4 10005 99 0 0 15282.3 10005 738.946 
9.5 10005 105 0 0 15282.3 10005 738.933 
9.6 10005 106 1 0 15282.2 10005 738.763 
9.7 10005 112 0 0 15282.2 10005 738.763 
9.8 10006 128 1 1 15282.2 10006 738.781 
9.9 10006 100 0 0 15282.2 10006 738.706 
10 10006 103 0 0 15282.2 10006 738.706 
10.1 10006 110 1 0 15282.2 10006 738.629 
10.2 10006 95 0 0 15282.2 10006 738.619 
10.3 10006 103 0 0 15282.2 10006 738.542 
10.4 10006 100 0 0 15282.2 10006 738.459 
10.5 10006 101 0 0 15282.2 10006 738.413 
10.6 10006 106 1 0 15282.1 10006 738.318 
10.7 10006 98 0 0 15282.1 10006 738.241 
10.8 10006 87 1 0 15282.1 10006 738.121 
10.9 10006 104 0 0 15282.1 10006 738.046 
11 10006 104 0 0 15282.1 10006 737.999 
11.1 10006 109 0 0 15282.1 10006 737.983 
11.2 10006 88 0 0 15282.1 10006 737.968 
11.3 10006 117 0 0 15282.1 10006 737.857 
11.4 10006 88 1 0 15282.1 10006 737.849 
11.5 10006 99 0 0 15282.1 10006 737.756 
11.6 10006 118 0 0 15282 10006 737.56 
11.7 10006 100 0 0 15282 10006 737.508 
11.8 10006 100 1 0 15282 10006 737.488 
11.9 10006 106 2 0 15282 10006 737.45 
12 10006 99 0 0 15282 10006 737.45 
12.1 10006 101 1 0 15282 10006 737.434 
12.2 10006 110 0 0 15282 10006 737.29 
12.3 10006 96 0 0 15282 10006 737.29 
12.4 10008 98 0 2 15282 10008 737.286 
12.5 10008 121 0 0 15282 10008 737.287 
12.6 10008 118 0 0 15281.9 10008 737.25 
12.7 10008 123 0 0 15281.9 10008 737.206 
12.8 10008 96 0 0 15281.9 10008 737.116 
12.9 10008 97 0 0 15281.9 10008 736.847 
13 10008 104 0 0 15281.9 10008 736.83 
13.1 10008 109 0 0 15281.9 10008 736.83 
13.2 10008 87 0 0 15281.9 10008 736.83 
13.3 10008 114 0 0 15281.9 10008 736.648 
13.4 10008 111 0 0 15281.9 10008 736.661 
13.5 10008 102 0 0 15281.9 10008 736.593 
13.6 10008 100 0 0 15281.9 10008 736.245 
13.7 10008 116 0 0 15281.8 10008 736.247 
13.8 10008 101 1 0 15281.8 10008 736.171 
13.9 10008 90 0 0 15281.8 10008 736.125 
14 10008 99 0 0 15281.8 10008 736.07 
14.1 10008 85 0 0 15281.8 10008 736.075 
14.2 10008 107 0 0 15281.8 10008 735.802 
14.3 10008 90 0 0 15281.8 10008 735.79 
14.4 10008 101 0 0 15281.8 10008 735.796 
14.5 10008 103 0 0 15281.8 10008 735.497 
14.6 10008 106 0 0 15281.8 10008 735.464 
14.7 10008 110 0 0 15281.7 10008 735.345 
14.8 10008 102 0 0 15281.7 10008 735.249 
14.9 10008 117 0 0 15281.7 10008 735.249 
15 10008 96 0 0 15281.7 10008 735.249 
15.1 10008 91 0 0 15281.7 10008 735.193 
15.2 10008 102 0 0 15281.7 10008 735.193 
15.3 10008 121 1 0 15281.7 10008 735.193 
15.4 10010 97 0 2 15281.7 10010 735.23 
15.5 10010 116 1 0 15281.7 10010 735.23 
