15.6 10010 104 0 0 15281.7 10010 735.23 
15.7 10010 92 0 0 15281.7 10010 735.155 
15.8 10011 86 0 1 15281.6 10011 735.116 
15.9 10011 100 0 0 15281.7 10011 735.065 
16 10011 102 0 0 15281.6 10011 735.025 
16.1 10011 96 0 0 15281.6 10011 735.018 
16.2 10011 94 0 0 15281.6 10011 734.987 
16.3 10011 106 1 0 15281.6 10011 734.963 
16.4 10011 87 0 0 15281.6 10011 734.963 
16.5 10011 109 1 0 15281.6 10011 734.938 
16.6 10011 106 0 0 15281.6 10011 734.938 
16.7 10011 110 0 0 15281.6 10011 734.938 
16.8 10011 95 0 0 15281.6 10011 734.905 
16.9 10011 104 0 0 15281.6 10011 734.757 
17 10011 106 0 0 15281.5 10011 734.757 
17.1 10011 104 0 0 15281.5 10011 734.601 
17.2 10011 113 0 0 15281.5 10011 734.601 
17.3 10011 118 0 0 15281.5 10011 734.591 
17.4 10011 113 0 0 15281.5 10011 734.593 
17.5 10011 109 0 0 15281.4 10011 734.584 
17.6 10011 107 0 0 15281.4 10011 734.584 
17.7 10011 114 0 0 15281.4 10011 734.561 
17.8 10011 106 0 0 15281.4 10011 734.547 
17.9 10011 103 0 0 15281.4 10011 734.537 
18 10012 97 1 1 15281.4 10012 734.545 
18.1 10012 93 1 0 15281.4 10012 734.545 
18.2 10012 122 0 0 15281.3 10012 734.545 
18.3 10012 103 0 0 15281.3 10012 734.37 
18.4 10012 113 0 0 15281.3 10012 734.372 
18.5 10012 101 0 0 15281.3 10012 734.358 
18.6 10012 90 0 0 15281.3 10012 734.357 
18.7 10012 102 0 0 15281.3 10012 734.321 
18.8 10012 105 0 0 15281.3 10012 734.33 
18.9 10012 96 0 0 15281.3 10012 734.274 
19 10012 99 0 0 15281.3 10012 734.208 
19.1 10012 105 0 0 15281.3 10012 734.149 
19.2 10012 102 0 0 15281.3 10012 734.149 
19.3 10012 112 0 0 15281.3 10012 734.045 
19.4 10012 103 0 0 15281.3 10012 733.846 
19.5 10012 92 0 0 15281.3 10012 733.858 
19.6 10012 113 0 0 15281.3 10012 733.765 
19.7 10012 118 0 0 15281.3 10012 733.726 
19.8 10012 112 0 0 15281.3 10012 733.726 
19.9 10012 92 1 0 15281.3 10012 733.726 
