 3.68516 3.68627
 0.886881 0.886382
 1.81379 1.8126
 3.79922 3.80006
 4.29846 4.29825
 4.39712 4.39904
 5.16839 5.16816
 4.76723 4.76688
 4.30324 4.30335
 4.14675 4.14745
 2.28428 2.28413
 1.24679 1.2472
 2.61881 2.61837
 4.26271 4.26368
 3.8915 3.89041
 3.41866 3.41917
 4.45722 4.45647
 5.08817 5.08817
 3.71336 3.71416
 2.69687 2.69597
 2.73286 2.73374
 3.05255 3.05195
 6.01174 6.01207
 3.32587 3.32478
 1.34991 1.35102
 3.31946 3.31929
 5.53546 5.53535
 5.10262 5.10172
 3.56991 3.57041
 1.6204 1.62108
 2.96366 2.96315
 3.91994 3.92152
 0.536097 0.53618
 4.20275 4.20347
 4.05538 4.05452
 7.62058 7.62119
 3.7871 3.78569
 1.29897 1.29985
 1.45801 1.45724
 2.37802 2.37952
 3.92287 3.92323
 1.51713 1.5172
 1.15034 1.15118
 2.08643 2.08582
 2.5142 2.51417
 1.00368 1.00345
 1.4251 1.42436
 5.29788 5.29766
 0.503978 0.504036
 3.16056 3.16007
 1.51572 1.51545
 0.572649 0.572154
 4.11902 4.11832
 1.86139 1.86251
 3.13234 3.13291
 1.32796 1.32708
 1.97664 1.97654
 2.17483 2.17438
 0.790432 0.790836
 3.44691 3.44513
 2.9851 2.98438
 3.17662 3.17785
 1.91343 1.91274
 2.55918 2.55958
 1.8049 1.80478
 2.17744 2.17758
 3.96986 3.97026
 0.86078 0.860843
 2.37736 2.37721
 3.78932 3.78959
 2.9432 2.94166
 4.00622 4.0047
 1.50804 1.50862
 1.41047 1.41023
 2.11777 2.11693
 4.12632 4.12785
 1.21779 1.21825
 2.17382 2.17644
 0.879553 0.879276
 4.0064 4.00348
 2.15461 2.15508
 2.16659 2.16614
 1.13227 1.13206
 3.63113 3.62925
 4.98462 4.98452
 2.92629 2.92684
 3.66909 3.6693
 4.91701 4.9177
 2.3821 2.38238
 2.44939 2.45086
 2.91759 2.91947
 3.92369 3.92454
 2.95263 2.95311
 1.63317 1.6336
 0.341445 0.341029
 5.13754 5.13765
 0.499494 0.499209
 2.84566 2.84516
 0.819358 0.820078
 3.34629 3.34652
