bin 20000 de 0.00386817
threshold 4.4484 6.11171
15.0356 1.65291e-08 5.10274e-09 8.74333e-09
15.0395 1.65248e-08 5.10191e-09 8.74472e-09
15.0433 1.65205e-08 5.10109e-09 8.74611e-09
15.0472 1.65162e-08 5.10026e-09 8.7475e-09
15.0511 1.65119e-08 5.09944e-09 8.74888e-09
15.0549 1.65076e-08 5.09862e-09 8.75027e-09
15.0588 1.65033e-08 5.09779e-09 8.75165e-09
15.0627 1.6499e-08 5.09697e-09 8.75303e-09
15.0665 1.64947e-08 5.09615e-09 8.75441e-09
15.0704 1.64904e-08 5.09532e-09 8.75579e-09
15.0743 1.64862e-08 5.0945e-09 8.75717e-09
15.0781 1.64819e-08 5.09368e-09 8.75855e-09
15.082 1.64776e-08 5.09285e-09 8.75992e-09
15.0859 1.64733e-08 5.09203e-09 8.76129e-09
15.0897 1.64691e-08 5.09121e-09 8.76267e-09
15.0936 1.64648e-08 5.09038e-09 8.76404e-09
15.0975 1.64605e-08 5.08956e-09 8.76541e-09
15.1014 1.64563e-08 5.08874e-09 8.76678e-09
15.1052 1.6452e-08 5.08791e-09 8.76815e-09
15.1091 1.64477e-08 5.08709e-09 8.76951e-09
15.113 1.64435e-08 5.08627e-09 8.77088e-09
15.1168 1.64392e-08 5.08544e-09 8.77224e-09
15.1207 1.6435e-08 5.08462e-09 8.7736e-09
15.1246 1.64307e-08 5.0838e-09 8.77496e-09
15.1284 1.64265e-08 5.08297e-09 8.77632e-09
15.1323 1.64222e-08 5.08215e-09 8.77768e-09
15.1362 1.6418e-08 5.08133e-09 8.77904e-09
15.14 1.64137e-08 5.0805e-09 8.7804e-09
15.1439 1.64095e-08 5.07968e-09 8.78175e-09
15.1478 1.64053e-08 5.07886e-09 8.78311e-09
15.1516 1.6401e-08 5.07803e-09 8.78446e-09
15.1555 1.63968e-08 5.07721e-09 8.78581e-09
15.1594 1.63926e-08 5.07639e-09 8.78716e-09
15.1632 1.63884e-08 5.07557e-09 8.78851e-09
15.1671 1.63841e-08 5.07474e-09 8.78986e-09
15.171 1.63799e-08 5.07392e-09 8.7912e-09
15.1748 1.63757e-08 5.0731e-09 8.79255e-09
15.1787 1.63715e-08 5.07228e-09 8.79389e-09
15.1826 1.63673e-08 5.07145e-09 8.79524e-09
15.1865 1.63631e-08 5.07063e-09 8.79658e-09
15.1903 1.63588e-08 5.06981e-09 8.79792e-09
15.1942 1.63546e-08 5.06899e-09 8.79926e-09
15.1981 1.63504e-08 5.06816e-09 8.80059e-09
15.2019 1.63462e-08 5.06734e-09 8.80193e-09
15.2058 1.6342e-08 5.06652e-09 8.80327e-09
15.2097 1.63378e-08 5.0657e-09 8.8046e-09
15.2135 1.63337e-08 5.06487e-09 8.80593e-09
15.2174 1.63295e-08 5.06405e-09 8.80726e-09
15.2213 1.63253e-08 5.06323e-09 8.80859e-09
15.2251 1.63211e-08 5.06241e-09 8.80992e-09
15.229 1.63169e-08 5.06159e-09 8.81125e-09
15.2329 1.63127e-08 5.06076e-09 8.81258e-09
15.2367 1.63085e-08 5.05994e-09 8.8139e-09
15.2406 1.63044e-08 5.05912e-09 8.81523e-09
15.2445 1.63002e-08 5.0583e-09 8.81655e-09
15.2483 1.6296e-08 5.05748e-09 8.81787e-09
15.2522 1.62918e-08 5.05666e-09 8.81919e-09
15.2561 1.62877e-08 5.05583e-09 8.82051e-09
15.2599 1.62835e-08 5.05501e-09 8.82183e-09
15.2638 1.62794e-08 5.05419e-09 8.82315e-09
15.2677 1.62752e-08 5.05337e-09 8.82446e-09
15.2716 1.6271e-08 5.05255e-09 8.82578e-09
15.2754 1.62669e-08 5.05173e-09 8.82709e-09
15.2793 1.62627e-08 5.05091e-09 8.8284e-09
15.2832 1.62586e-08 5.05009e-09 8.82971e-09
15.287 1.62544e-08 5.04926e-09 8.83102e-09
15.2909 1.62503e-08 5.04844e-09 8.83233e-09
15.2948 1.62461e-08 5.04762e-09 8.83364e-09
15.2986 1.6242e-08 5.0468e-09 8.83495e-09
15.3025 1.62379e-08 5.04598e-09 8.83625e-09
15.3064 1.62337e-08 5.04516e-09 8.83756e-09
15.3102 1.62296e-08 5.04434e-09 8.83886e-09
15.3141 1.62255e-08 5.04352e-09 8.84016e-09
15.318 1.62213e-08 5.0427e-09 8.84146e-09
15.3218 1.62172e-08 5.04188e-09 8.84276e-09
15.3257 1.62131e-08 5.04106e-09 8.84406e-09
15.3296 1.6209e-08 5.04024e-09 8.84535e-09
15.3334 1.62048e-08 5.03942e-09 8.84665e-09
15.3373 1.62007e-08 5.0386e-09 8.84794e-09
15.3412 1.61966e-08 5.03778e-09 8.84924e-09
15.345 1.61925e-08 5.03696e-09 8.85053e-09
15.3489 1.61884e-08 5.03614e-09 8.85182e-09
15.3528 1.61843e-08 5.03532e-09 8.85311e-09
15.3567 1.61802e-08 5.0345e-09 8.8544e-09
15.3605 1.61761e-08 5.03368e-09 8.85568e-09
15.3644 1.6172e-08 5.03286e-09 8.85697e-09
15.3683 1.61679e-08 5.03204e-09 8.85825e-09
15.3721 1.61638e-08 5.03122e-09 8.85954e-09
15.376 1.61597e-08 5.0304e-09 8.86082e-09
15.3799 1.61556e-08 5.02958e-09 8.8621e-09
15.3837 1.61515e-08 5.02876e-09 8.86338e-09
15.3876 1.61474e-08 5.02794e-09 8.86466e-09
15.3915 1.61433e-08 5.02712e-09 8.86594e-09
15.3953 1.61392e-08 5.0263e-09 8.86721e-09
15.3992 1.61351e-08 5.02548e-09 8.86849e-09
15.4031 1.61311e-08 5.02467e-09 8.86976e-09
15.4069 1.6127e-08 5.02385e-09 8.87104e-09
15.4108 1.61229e-08 5.02303e-09 8.87231e-09
15.4147 1.61188e-08 5.02221e-09 8.87358e-09
15.4185 1.61148e-08 5.02139e-09 8.87485e-09
15.4224 1.61107e-08 5.02057e-09 8.87612e-09
15.4263 1.61066e-08 5.01975e-09 8.87738e-09
15.4301 1.61026e-08 5.01894e-09 8.87865e-09
15.434 1.60985e-08 5.01812e-09 8.87992e-09
15.4379 1.60945e-08 5.0173e-09 8.88118e-09
15.4418 1.60904e-08 5.01648e-09 8.88244e-09
15.4456 1.60864e-08 5.01566e-09 8.8837e-09
15.4495 1.60823e-08 5.01485e-09 8.88496e-09
15.4534 1.60783e-08 5.01403e-09 8.88622e-09
15.4572 1.60742e-08 5.01321e-09 8.88748e-09
15.4611 1.60702e-08 5.01239e-09 8.88874e-09
15.465 1.60661e-08 5.01158e-09 8.88999e-09
15.4688 1.60621e-08 5.01076e-09 8.89125e-09
15.4727 1.6058e-08 5.00994e-09 8.8925e-09
15.4766 1.6054e-08 5.00912e-09 8.89375e-09
15.4804 1.605e-08 5.00831e-09 8.895e-09
15.4843 1.60459e-08 5.00749e-09 8.89625e-09
15.4882 1.60419e-08 5.00667e-09 8.8975e-09
15.492 1.60379e-08 5.00586e-09 8.89875e-09
15.4959 1.60339e-08 5.00504e-09 8.9e-09
15.4998 1.60298e-08 5.00422e-09 8.90124e-09
15.5036 1.60258e-08 5.00341e-09 8.90249e-09
15.5075 1.60218e-08 5.00259e-09 8.90373e-09
15.5114 1.60178e-08 5.00177e-09 8.90497e-09
15.5152 1.60138e-08 5.00096e-09 8.90621e-09
15.5191 1.60098e-08 5.00014e-09 8.90745e-09
15.523 1.60058e-08 4.99933e-09 8.90869e-09
15.5269 1.60018e-08 4.99851e-09 8.90993e-09
15.5307 1.59978e-08 4.99769e-09 8.91117e-09
15.5346 1.59938e-08 4.99688e-09 8.9124e-09
15.5385 1.59898e-08 4.99606e-09 8.91363e-09
15.5423 1.59858e-08 4.99525e-09 8.91487e-09
15.5462 1.59818e-08 4.99443e-09 8.9161e-09
15.5501 1.59778e-08 4.99362e-09 8.91733e-09
15.5539 1.59738e-08 4.9928e-09 8.91856e-09
15.5578 1.59698e-08 4.99199e-09 8.91979e-09
15.5617 1.59658e-08 4.99117e-09 8.92102e-09
15.5655 1.59618e-08 4.99036e-09 8.92224e-09
15.5694 1.59578e-08 4.98954e-09 8.92347e-09
15.5733 1.59539e-08 4.98873e-09 8.92469e-09
15.5771 1.59499e-08 4.98791e-09 8.92591e-09
15.581 1.59459e-08 4.9871e-09 8.92714e-09
15.5849 1.59419e-08 4.98628e-09 8.92836e-09
15.5887 1.5938e-08 4.98547e-09 8.92958e-09
15.5926 1.5934e-08 4.98466e-09 8.93079e-09
15.5965 1.593e-08 4.98384e-09 8.93201e-09
15.6003 1.59261e-08 4.98303e-09 8.93323e-09
15.6042 1.59221e-08 4.98221e-09 8.93444e-09
15.6081 1.59181e-08 4.9814e-09 8.93566e-09
15.612 1.59142e-08 4.98059e-09 8.93687e-09
15.6158 1.59102e-08 4.97977e-09 8.93808e-09
15.6197 1.59063e-08 4.97896e-09 8.93929e-09
15.6236 1.59023e-08 4.97815e-09 8.9405e-09
15.6274 1.58984e-08 4.97733e-09 8.94171e-09
15.6313 1.58944e-08 4.97652e-09 8.94292e-09
15.6352 1.58905e-08 4.97571e-09 8.94413e-09
15.639 1.58865e-08 4.9749e-09 8.94533e-09
15.6429 1.58826e-08 4.97408e-09 8.94653e-09
15.6468 1.58787e-08 4.97327e-09 8.94774e-09
15.6506 1.58747e-08 4.97246e-09 8.94894e-09
15.6545 1.58708e-08 4.97165e-09 8.95014e-09
15.6584 1.58669e-08 4.97083e-09 8.95134e-09
15.6622 1.58629e-08 4.97002e-09 8.95254e-09
15.6661 1.5859e-08 4.96921e-09 8.95374e-09
15.67 1.58551e-08 4.9684e-09 8.95493e-09
15.6738 1.58512e-08 4.96759e-09 8.95613e-09
15.6777 1.58472e-08 4.96678e-09 8.95732e-09
15.6816 1.58433e-08 4.96596e-09 8.95852e-09
15.6854 1.58394e-08 4.96515e-09 8.95971e-09
15.6893 1.58355e-08 4.96434e-09 8.9609e-09
15.6932 1.58316e-08 4.96353e-09 8.96209e-09
15.6971 1.58277e-08 4.96272e-09 8.96328e-09
15.7009 1.58238e-08 4.96191e-09 8.96447e-09
15.7048 1.58199e-08 4.9611e-09 8.96565e-09
15.7087 1.5816e-08 4.96029e-09 8.96684e-09
15.7125 1.58121e-08 4.95948e-09 8.96802e-09
15.7164 1.58082e-08 4.95867e-09 8.96921e-09
15.7203 1.58043e-08 4.95786e-09 8.97039e-09
15.7241 1.58004e-08 4.95705e-09 8.97157e-09
15.728 1.57965e-08 4.95624e-09 8.97275e-09
15.7319 1.57926e-08 4.95543e-09 8.97393e-09
15.7357 1.57887e-08 4.95462e-09 8.97511e-09
15.7396 1.57848e-08 4.95381e-09 8.97629e-09
15.7435 1.57809e-08 4.953e-09 8.97746e-09
15.7473 1.5777e-08 4.95219e-09 8.97864e-09
15.7512 1.57732e-08 4.95138e-09 8.97981e-09
15.7551 1.57693e-08 4.95057e-09 8.98098e-09
15.7589 1.57654e-08 4.94976e-09 8.98216e-09
15.7628 1.57615e-08 4.94896e-09 8.98333e-09
15.7667 1.57577e-08 4.94815e-09 8.9845e-09
15.7705 1.57538e-08 4.94734e-09 8.98566e-09
15.7744 1.57499e-08 4.94653e-09 8.98683e-09
15.7783 1.57461e-08 4.94572e-09 8.988e-09
15.7821 1.57422e-08 4.94491e-09 8.98916e-09
15.786 1.57383e-08 4.94411e-09 8.99033e-09
15.7899 1.57345e-08 4.9433e-09 8.99149e-09
15.7938 1.57306e-08 4.94249e-09 8.99265e-09
15.7976 1.57268e-08 4.94168e-09 8.99382e-09
15.8015 1.57229e-08 4.94088e-09 8.99498e-09
15.8054 1.57191e-08 4.94007e-09 8.99614e-09
15.8092 1.57152e-08 4.93926e-09 8.99729e-09
15.8131 1.57114e-08 4.93845e-09 8.99845e-09
15.817 1.57075e-08 4.93765e-09 8.99961e-09
15.8208 1.57037e-08 4.93684e-09 9.00076e-09
15.8247 1.56998e-08 4.93603e-09 9.00192e-09
15.8286 1.5696e-08 4.93523e-09 9.00307e-09
15.8324 1.56922e-08 4.93442e-09 9.00422e-09
15.8363 1.56883e-08 4.93362e-09 9.00537e-09
15.8402 1.56845e-08 4.93281e-09 9.00652e-09
15.844 1.56807e-08 4.932e-09 9.00767e-09
15.8479 1.56768e-08 4.9312e-09 9.00882e-09
15.8518 1.5673e-08 4.93039e-09 9.00996e-09
15.8556 1.56692e-08 4.92959e-09 9.01111e-09
15.8595 1.56654e-08 4.92878e-09 9.01225e-09
15.8634 1.56616e-08 4.92798e-09 9.0134e-09
15.8672 1.56577e-08 4.92717e-09 9.01454e-09
15.8711 1.56539e-08 4.92637e-09 9.01568e-09
15.875 1.56501e-08 4.92556e-09 9.01682e-09
15.8789 1.56463e-08 4.92476e-09 9.01796e-09
15.8827 1.56425e-08 4.92395e-09 9.0191e-09
15.8866 1.56387e-08 4.92315e-09 9.02024e-09
15.8905 1.56349e-08 4.92235e-09 9.02137e-09
15.8943 1.56311e-08 4.92154e-09 9.02251e-09
15.8982 1.56273e-08 4.92074e-09 9.02364e-09
15.9021 1.56235e-08 4.91994e-09 9.02478e-09
15.9059 1.56197e-08 4.91913e-09 9.02591e-09
15.9098 1.56159e-08 4.91833e-09 9.02704e-09
15.9137 1.56121e-08 4.91753e-09 9.02817e-09
15.9175 1.56083e-08 4.91672e-09 9.0293e-09
15.9214 1.56045e-08 4.91592e-09 9.03043e-09
15.9253 1.56007e-08 4.91512e-09 9.03156e-09
15.9291 1.55969e-08 4.91431e-09 9.03268e-09
15.933 1.55932e-08 4.91351e-09 9.03381e-09
15.9369 1.55894e-08 4.91271e-09 9.03493e-09
15.9407 1.55856e-08 4.91191e-09 9.03606e-09
15.9446 1.55818e-08 4.91111e-09 9.03718e-09
15.9485 1.5578e-08 4.9103e-09 9.0383e-09
15.9523 1.55743e-08 4.9095e-09 9.03942e-09
15.9562 1.55705e-08 4.9087e-09 9.04054e-09
15.9601 1.55667e-08 4.9079e-09 9.04166e-09
15.964 1.5563e-08 4.9071e-09 9.04277e-09
15.9678 1.55592e-08 4.9063e-09 9.04389e-09
15.9717 1.55554e-08 4.9055e-09 9.045e-09
15.9756 1.55517e-08 4.9047e-09 9.04612e-09
15.9794 1.55479e-08 4.90389e-09 9.04723e-09
15.9833 1.55442e-08 4.90309e-09 9.04834e-09
15.9872 1.55404e-08 4.90229e-09 9.04946e-09
15.991 1.55367e-08 4.90149e-09 9.05057e-09
15.9949 1.55329e-08 4.90069e-09 9.05168e-09
15.9988 1.55292e-08 4.89989e-09 9.05278e-09
16.0026 1.55254e-08 4.89909e-09 9.05389e-09
16.0065 1.55217e-08 4.8983e-09 9.055e-09
16.0104 1.55179e-08 4.8975e-09 9.0561e-09
16.0142 1.55142e-08 4.8967e-09 9.05721e-09
16.0181 1.55105e-08 4.8959e-09 9.05831e-09
16.022 1.55067e-08 4.8951e-09 9.05941e-09
16.0258 1.5503e-08 4.8943e-09 9.06051e-09
16.0297 1.54992e-08 4.8935e-09 9.06161e-09
16.0336 1.54955e-08 4.8927e-09 9.06271e-09
16.0374 1.54918e-08 4.89191e-09 9.06381e-09
16.0413 1.54881e-08 4.89111e-09 9.06491e-09
16.0452 1.54843e-08 4.89031e-09 9.066e-09
16.0491 1.54806e-08 4.88951e-09 9.0671e-09
16.0529 1.54769e-08 4.88871e-09 9.06819e-09
16.0568 1.54732e-08 4.88792e-09 9.06929e-09
16.0607 1.54695e-08 4.88712e-09 9.07038e-09
16.0645 1.54657e-08 4.88632e-09 9.07147e-09
16.0684 1.5462e-08 4.88553e-09 9.07256e-09
16.0723 1.54583e-08 4.88473e-09 9.07365e-09
16.0761 1.54546e-08 4.88393e-09 9.07474e-09
16.08 1.54509e-08 4.88314e-09 9.07583e-09
16.0839 1.54472e-08 4.88234e-09 9.07691e-09
16.0877 1.54435e-08 4.88154e-09 9.078e-09
16.0916 1.54398e-08 4.88075e-09 9.07908e-09
16.0955 1.54361e-08 4.87995e-09 9.08017e-09
16.0993 1.54324e-08 4.87916e-09 9.08125e-09
16.1032 1.54287e-08 4.87836e-09 9.08233e-09
16.1071 1.5425e-08 4.87757e-09 9.08341e-09
16.1109 1.54213e-08 4.87677e-09 9.08449e-09
16.1148 1.54176e-08 4.87598e-09 9.08557e-09
16.1187 1.54139e-08 4.87518e-09 9.08665e-09
16.1225 1.54103e-08 4.87439e-09 9.08773e-09
16.1264 1.54066e-08 4.87359e-09 9.0888e-09
16.1303 1.54029e-08 4.8728e-09 9.08988e-09
16.1342 1.53992e-08 4.872e-09 9.09095e-09
16.138 1.53955e-08 4.87121e-09 9.09203e-09
16.1419 1.53919e-08 4.87042e-09 9.0931e-09
16.1458 1.53882e-08 4.86962e-09 9.09417e-09
16.1496 1.53845e-08 4.86883e-09 9.09524e-09
16.1535 1.53809e-08 4.86804e-09 9.09631e-09
16.1574 1.53772e-08 4.86724e-09 9.09738e-09
16.1612 1.53735e-08 4.86645e-09 9.09844e-09
16.1651 1.53699e-08 4.86566e-09 9.09951e-09
16.169 1.53662e-08 4.86487e-09 9.10058e-09
16.1728 1.53625e-08 4.86407e-09 9.10164e-09
16.1767 1.53589e-08 4.86328e-09 9.1027e-09
16.1806 1.53552e-08 4.86249e-09 9.10377e-09
16.1844 1.53516e-08 4.8617e-09 9.10483e-09
16.1883 1.53479e-08 4.86091e-09 9.10589e-09
16.1922 1.53443e-08 4.86011e-09 9.10695e-09
16.196 1.53406e-08 4.85932e-09 9.10801e-09
16.1999 1.5337e-08 4.85853e-09 9.10907e-09
16.2038 1.53333e-08 4.85774e-09 9.11012e-09
16.2076 1.53297e-08 4.85695e-09 9.11118e-09
16.2115 1.5326e-08 4.85616e-09 9.11223e-09
16.2154 1.53224e-08 4.85537e-09 9.11329e-09
16.2193 1.53188e-08 4.85458e-09 9.11434e-09
16.2231 1.53151e-08 4.85379e-09 9.11539e-09
16.227 1.53115e-08 4.853e-09 9.11645e-09
16.2309 1.53079e-08 4.85221e-09 9.1175e-09
16.2347 1.53042e-08 4.85142e-09 9.11855e-09
16.2386 1.53006e-08 4.85063e-09 9.11959e-09
16.2425 1.5297e-08 4.84984e-09 9.12064e-09
16.2463 1.52934e-08 4.84905e-09 9.12169e-09
16.2502 1.52897e-08 4.84826e-09 9.12273e-09
16.2541 1.52861e-08 4.84747e-09 9.12378e-09
16.2579 1.52825e-08 4.84669e-09 9.12482e-09
16.2618 1.52789e-08 4.8459e-09 9.12587e-09
16.2657 1.52753e-08 4.84511e-09 9.12691e-09
16.2695 1.52717e-08 4.84432e-09 9.12795e-09
16.2734 1.5268e-08 4.84353e-09 9.12899e-09
16.2773 1.52644e-08 4.84275e-09 9.13003e-09
16.2811 1.52608e-08 4.84196e-09 9.13107e-09
16.285 1.52572e-08 4.84117e-09 9.1321e-09
16.2889 1.52536e-08 4.84039e-09 9.13314e-09
16.2927 1.525e-08 4.8396e-09 9.13418e-09
16.2966 1.52464e-08 4.83881e-09 9.13521e-09
16.3005 1.52428e-08 4.83803e-09 9.13625e-09
16.3044 1.52392e-08 4.83724e-09 9.13728e-09
16.3082 1.52356e-08 4.83645e-09 9.13831e-09
16.3121 1.5232e-08 4.83567e-09 9.13934e-09
16.316 1.52284e-08 4.83488e-09 9.14037e-09
16.3198 1.52249e-08 4.8341e-09 9.1414e-09
16.3237 1.52213e-08 4.83331e-09 9.14243e-09
16.3276 1.52177e-08 4.83253e-09 9.14346e-09
16.3314 1.52141e-08 4.83174e-09 9.14448e-09
16.3353 1.52105e-08 4.83096e-09 9.14551e-09
16.3392 1.52069e-08 4.83017e-09 9.14653e-09
16.343 1.52034e-08 4.82939e-09 9.14756e-09
16.3469 1.51998e-08 4.8286e-09 9.14858e-09
16.3508 1.51962e-08 4.82782e-09 9.1496e-09
16.3546 1.51926e-08 4.82703e-09 9.15062e-09
16.3585 1.51891e-08 4.82625e-09 9.15164e-09
16.3624 1.51855e-08 4.82547e-09 9.15266e-09
16.3662 1.51819e-08 4.82468e-09 9.15368e-09
16.3701 1.51784e-08 4.8239e-09 9.1547e-09
16.374 1.51748e-08 4.82312e-09 9.15572e-09
16.3778 1.51713e-08 4.82234e-09 9.15673e-09
16.3817 1.51677e-08 4.82155e-09 9.15775e-09
16.3856 1.51641e-08 4.82077e-09 9.15876e-09
16.3895 1.51606e-08 4.81999e-09 9.15977e-09
16.3933 1.5157e-08 4.81921e-09 9.16079e-09
16.3972 1.51535e-08 4.81842e-09 9.1618e-09
16.4011 1.51499e-08 4.81764e-09 9.16281e-09
16.4049 1.51464e-08 4.81686e-09 9.16382e-09
16.4088 1.51428e-08 4.81608e-09 9.16483e-09
16.4127 1.51393e-08 4.8153e-09 9.16583e-09
16.4165 1.51358e-08 4.81452e-09 9.16684e-09
16.4204 1.51322e-08 4.81374e-09 9.16785e-09
16.4243 1.51287e-08 4.81296e-09 9.16885e-09
16.4281 1.51251e-08 4.81218e-09 9.16986e-09
16.432 1.51216e-08 4.8114e-09 9.17086e-09
16.4359 1.51181e-08 4.81062e-09 9.17186e-09
16.4397 1.51145e-08 4.80984e-09 9.17286e-09
16.4436 1.5111e-08 4.80906e-09 9.17386e-09
16.4475 1.51075e-08 4.80828e-09 9.17486e-09
16.4513 1.5104e-08 4.8075e-09 9.17586e-09
16.4552 1.51004e-08 4.80672e-09 9.17686e-09
16.4591 1.50969e-08 4.80594e-09 9.17786e-09
16.4629 1.50934e-08 4.80516e-09 9.17885e-09
16.4668 1.50899e-08 4.80439e-09 9.17985e-09
16.4707 1.50864e-08 4.80361e-09 9.18085e-09
16.4746 1.50828e-08 4.80283e-09 9.18184e-09
16.4784 1.50793e-08 4.80205e-09 9.18283e-09
16.4823 1.50758e-08 4.80127e-09 9.18382e-09
16.4862 1.50723e-08 4.8005e-09 9.18481e-09
16.49 1.50688e-08 4.79972e-09 9.1858e-09
16.4939 1.50653e-08 4.79894e-09 9.18679e-09
16.4978 1.50618e-08 4.79817e-09 9.18778e-09
16.5016 1.50583e-08 4.79739e-09 9.18877e-09
16.5055 1.50548e-08 4.79661e-09 9.18976e-09
16.5094 1.50513e-08 4.79584e-09 9.19074e-09
16.5132 1.50478e-08 4.79506e-09 9.19173e-09
16.5171 1.50443e-08 4.79428e-09 9.19271e-09
16.521 1.50408e-08 4.79351e-09 9.1937e-09
16.5248 1.50373e-08 4.79273e-09 9.19468e-09
16.5287 1.50338e-08 4.79196e-09 9.19566e-09
16.5326 1.50303e-08 4.79118e-09 9.19664e-09
16.5364 1.50268e-08 4.79041e-09 9.19762e-09
16.5403 1.50234e-08 4.78963e-09 9.1986e-09
16.5442 1.50199e-08 4.78886e-09 9.19958e-09
16.548 1.50164e-08 4.78809e-09 9.20056e-09
16.5519 1.50129e-08 4.78731e-09 9.20153e-09
16.5558 1.50094e-08 4.78654e-09 9.20251e-09
16.5597 1.5006e-08 4.78576e-09 9.20348e-09
16.5635 1.50025e-08 4.78499e-09 9.20446e-09
16.5674 1.4999e-08 4.78422e-09 9.20543e-09
16.5713 1.49955e-08 4.78344e-09 9.2064e-09
16.5751 1.49921e-08 4.78267e-09 9.20737e-09
16.579 1.49886e-08 4.7819e-09 9.20834e-09
16.5829 1.49851e-08 4.78113e-09 9.20931e-09
16.5867 1.49817e-08 4.78035e-09 9.21028e-09
16.5906 1.49782e-08 4.77958e-09 9.21125e-09
16.5945 1.49748e-08 4.77881e-09 9.21222e-09
16.5983 1.49713e-08 4.77804e-09 9.21318e-09
16.6022 1.49678e-08 4.77727e-09 9.21415e-09
16.6061 1.49644e-08 4.7765e-09 9.21511e-09
16.6099 1.49609e-08 4.77573e-09 9.21608e-09
16.6138 1.49575e-08 4.77495e-09 9.21704e-09
16.6177 1.4954e-08 4.77418e-09 9.218e-09
16.6215 1.49506e-08 4.77341e-09 9.21896e-09
16.6254 1.49471e-08 4.77264e-09 9.21992e-09
16.6293 1.49437e-08 4.77187e-09 9.22088e-09
16.6331 1.49403e-08 4.7711e-09 9.22184e-09
16.637 1.49368e-08 4.77033e-09 9.2228e-09
16.6409 1.49334e-08 4.76957e-09 9.22376e-09
16.6448 1.49299e-08 4.7688e-09 9.22471e-09
16.6486 1.49265e-08 4.76803e-09 9.22567e-09
16.6525 1.49231e-08 4.76726e-09 9.22663e-09
16.6564 1.49196e-08 4.76649e-09 9.22758e-09
16.6602 1.49162e-08 4.76572e-09 9.22853e-09
16.6641 1.49128e-08 4.76495e-09 9.22948e-09
16.668 1.49094e-08 4.76419e-09 9.23044e-09
16.6718 1.49059e-08 4.76342e-09 9.23139e-09
16.6757 1.49025e-08 4.76265e-09 9.23234e-09
16.6796 1.48991e-08 4.76188e-09 9.23328e-09
16.6834 1.48957e-08 4.76112e-09 9.23423e-09
16.6873 1.48922e-08 4.76035e-09 9.23518e-09
16.6912 1.48888e-08 4.75958e-09 9.23613e-09
16.695 1.48854e-08 4.75882e-09 9.23707e-09
16.6989 1.4882e-08 4.75805e-09 9.23802e-09
16.7028 1.48786e-08 4.75728e-09 9.23896e-09
16.7066 1.48752e-08 4.75652e-09 9.2399e-09
16.7105 1.48718e-08 4.75575e-09 9.24085e-09
16.7144 1.48684e-08 4.75499e-09 9.24179e-09
16.7182 1.4865e-08 4.75422e-09 9.24273e-09
16.7221 1.48616e-08 4.75346e-09 9.24367e-09
16.726 1.48582e-08 4.75269e-09 9.24461e-09
16.7299 1.48548e-08 4.75193e-09 9.24555e-09
16.7337 1.48514e-08 4.75116e-09 9.24648e-09
16.7376 1.4848e-08 4.7504e-09 9.24742e-09
16.7415 1.48446e-08 4.74963e-09 9.24836e-09
16.7453 1.48412e-08 4.74887e-09 9.24929e-09
16.7492 1.48378e-08 4.74811e-09 9.25023e-09
16.7531 1.48344e-08 4.74734e-09 9.25116e-09
16.7569 1.4831e-08 4.74658e-09 9.25209e-09
16.7608 1.48276e-08 4.74582e-09 9.25302e-09
16.7647 1.48242e-08 4.74505e-09 9.25395e-09
16.7685 1.48209e-08 4.74429e-09 9.25489e-09
16.7724 1.48175e-08 4.74353e-09 9.25581e-09
16.7763 1.48141e-08 4.74277e-09 9.25674e-09
16.7801 1.48107e-08 4.742e-09 9.25767e-09
16.784 1.48073e-08 4.74124e-09 9.2586e-09
16.7879 1.4804e-08 4.74048e-09 9.25952e-09
16.7917 1.48006e-08 4.73972e-09 9.26045e-09
16.7956 1.47972e-08 4.73896e-09 9.26137e-09
16.7995 1.47939e-08 4.7382e-09 9.2623e-09
16.8033 1.47905e-08 4.73744e-09 9.26322e-09
16.8072 1.47871e-08 4.73668e-09 9.26414e-09
16.8111 1.47838e-08 4.73592e-09 9.26507e-09
16.815 1.47804e-08 4.73516e-09 9.26599e-09
16.8188 1.4777e-08 4.7344e-09 9.26691e-09
16.8227 1.47737e-08 4.73364e-09 9.26783e-09
16.8266 1.47703e-08 4.73288e-09 9.26874e-09
16.8304 1.4767e-08 4.73212e-09 9.26966e-09
16.8343 1.47636e-08 4.73136e-09 9.27058e-09
16.8382 1.47603e-08 4.7306e-09 9.27149e-09
16.842 1.47569e-08 4.72984e-09 9.27241e-09
16.8459 1.47536e-08 4.72908e-09 9.27332e-09
16.8498 1.47502e-08 4.72833e-09 9.27424e-09
16.8536 1.47469e-08 4.72757e-09 9.27515e-09
16.8575 1.47435e-08 4.72681e-09 9.27606e-09
16.8614 1.47402e-08 4.72605e-09 9.27697e-09
16.8652 1.47368e-08 4.7253e-09 9.27788e-09
16.8691 1.47335e-08 4.72454e-09 9.27879e-09
16.873 1.47302e-08 4.72378e-09 9.2797e-09
16.8768 1.47268e-08 4.72303e-09 9.28061e-09
16.8807 1.47235e-08 4.72227e-09 9.28152e-09
16.8846 1.47202e-08 4.72151e-09 9.28242e-09
16.8884 1.47168e-08 4.72076e-09 9.28333e-09
16.8923 1.47135e-08 4.72e-09 9.28424e-09
16.8962 1.47102e-08 4.71925e-09 9.28514e-09
16.9001 1.47069e-08 4.71849e-09 9.28604e-09
16.9039 1.47035e-08 4.71774e-09 9.28695e-09
