bin 20000 de 0.00386817
threshold 4.4484 6.11171
1.3616 1.96243e-08 0 0
1.36547 1.96845e-08 0 0
1.36933 1.97446e-08 0 0
1.3732 1.98047e-08 0 0
1.37707 1.98647e-08 0 0
1.38094 1.99247e-08 0 0
1.38481 1.99847e-08 0 0
1.38867 2.00446e-08 0 0
1.39254 2.01045e-08 0 0
1.39641 2.01643e-08 0 0
1.40028 2.02241e-08 0 0
1.40415 2.02838e-08 0 0
1.40802 2.03435e-08 0 0
1.41188 2.04032e-08 0 0
1.41575 2.04628e-08 0 0
1.41962 2.05224e-08 0 0
1.42349 2.05819e-08 0 0
1.42736 2.06414e-08 0 0
1.43122 2.07009e-08 0 0
1.43509 2.07603e-08 0 0
1.43896 2.08196e-08 0 0
1.44283 2.0879e-08 0 0
1.4467 2.09383e-08 0 0
1.45057 2.09975e-08 0 0
1.45443 2.10567e-08 0 0
1.4583 2.11159e-08 0 0
1.46217 2.1175e-08 0 0
1.46604 2.1234e-08 0 0
1.46991 2.12931e-08 0 0
1.47377 2.13521e-08 0 0
1.47764 2.1411e-08 0 0
1.48151 2.14699e-08 0 0
1.48538 2.15288e-08 0 0
1.48925 2.15876e-08 0 0
1.49312 2.16464e-08 0 0
1.49698 2.17052e-08 0 0
1.50085 2.17639e-08 0 0
1.50472 2.18225e-08 0 0
1.50859 2.18812e-08 0 0
1.51246 2.19398e-08 0 0
1.51632 2.19983e-08 0 0
1.52019 2.20568e-08 0 0
1.52406 2.21153e-08 0 0
1.52793 2.21737e-08 0 0
1.5318 2.22321e-08 0 0
1.53567 2.22904e-08 0 0
1.53953 2.23487e-08 0 0
1.5434 2.2407e-08 0 0
1.54727 2.24652e-08 0 0
1.55114 2.25234e-08 0 0
1.55501 2.25816e-08 0 0
1.55887 2.26397e-08 0 0
1.56274 2.26978e-08 0 0
1.56661 2.27558e-08 0 0
1.57048 2.28138e-08 0 0
1.57435 2.28718e-08 0 0
1.57821 2.29297e-08 0 0
1.58208 2.29876e-08 0 0
1.58595 2.30454e-08 0 0
1.58982 2.31033e-08 0 0
1.59369 2.3161e-08 0 0
1.59756 2.32188e-08 0 0
1.60142 2.32765e-08 0 0
1.60529 2.33342e-08 0 0
1.60916 2.33918e-08 0 0
1.61303 2.34494e-08 0 0
1.6169 2.35069e-08 0 0
1.62076 2.35645e-08 0 0
1.62463 2.3622e-08 0 0
1.6285 2.36794e-08 0 0
1.63237 2.37368e-08 0 0
1.63624 2.37942e-08 0 0
1.64011 2.38516e-08 0 0
1.64397 2.39089e-08 0 0
1.64784 2.39662e-08 0 0
1.65171 2.40235e-08 0 0
1.65558 2.40807e-08 0 0
1.65945 2.41379e-08 0 0
1.66331 2.4195e-08 0 0
1.66718 2.42521e-08 0 0
1.67105 2.43092e-08 0 0
1.67492 2.43663e-08 0 0
1.67879 2.44233e-08 0 0
1.68266 2.44803e-08 0 0
1.68652 2.45373e-08 0 0
1.69039 2.45942e-08 0 0
1.69426 2.46511e-08 0 0
1.69813 2.4708e-08 0 0
1.702 2.47649e-08 0 0
1.70586 2.48217e-08 0 0
1.70973 2.48785e-08 0 0
1.7136 2.49352e-08 0 0
1.71747 2.49919e-08 0 0
1.72134 2.50486e-08 0 0
1.72521 2.51053e-08 0 0
1.72907 2.5162e-08 0 0
1.73294 2.52186e-08 0 0
1.73681 2.52752e-08 0 0
1.74068 2.53317e-08 0 0
1.74455 2.53883e-08 0 0
1.74841 2.54448e-08 0 0
1.75228 2.55013e-08 0 0
1.75615 2.55577e-08 0 0
1.76002 2.56141e-08 0 0
1.76389 2.56706e-08 0 0
1.76776 2.57269e-08 0 0
1.77162 2.57833e-08 0 0
1.77549 2.58396e-08 0 0
1.77936 2.58959e-08 0 0
1.78323 2.59522e-08 0 0
1.7871 2.60085e-08 0 0
1.79096 2.60647e-08 0 0
1.79483 2.61209e-08 0 0
1.7987 2.61771e-08 0 0
1.80257 2.62333e-08 0 0
1.80644 2.62895e-08 0 0
1.81031 2.63456e-08 0 0
1.81417 2.64017e-08 0 0
1.81804 2.64578e-08 0 0
1.82191 2.65138e-08 0 0
1.82578 2.65699e-08 0 0
1.82965 2.66259e-08 0 0
1.83351 2.66819e-08 0 0
1.83738 2.67379e-08 0 0
1.84125 2.67939e-08 0 0
1.84512 2.68498e-08 0 0
1.84899 2.69058e-08 0 0
1.85286 2.69617e-08 0 0
1.85672 2.70176e-08 0 0
1.86059 2.70735e-08 0 0
1.86446 2.71293e-08 0 0
1.86833 2.71852e-08 0 0
1.8722 2.7241e-08 0 0
1.87606 2.72968e-08 0 0
1.87993 2.73526e-08 0 0
1.8838 2.74084e-08 0 0
1.88767 2.74642e-08 0 0
1.89154 2.75199e-08 0 0
1.89541 2.75757e-08 0 0
1.89927 2.76314e-08 0 0
1.90314 2.76871e-08 0 0
1.90701 2.77428e-08 0 0
1.91088 2.77985e-08 0 0
1.91475 2.78542e-08 0 0
1.91861 2.79098e-08 0 0
1.92248 2.79655e-08 0 0
1.92635 2.80211e-08 0 0
1.93022 2.80768e-08 0 0
1.93409 2.81324e-08 0 0
1.93796 2.8188e-08 0 0
1.94182 2.82436e-08 0 0
1.94569 2.82992e-08 0 0
1.94956 2.83548e-08 0 0
1.95343 2.84103e-08 0 0
1.9573 2.84659e-08 0 0
1.96116 2.85215e-08 0 0
1.96503 2.8577e-08 0 0
1.9689 2.86326e-08 0 0
1.97277 2.86881e-08 0 0
1.97664 2.87436e-08 0 0
1.98051 2.87991e-08 0 0
1.98437 2.88547e-08 0 0
1.98824 2.89102e-08 0 0
1.99211 2.89657e-08 0 0
1.99598 2.90212e-08 0 0
1.99985 2.90767e-08 0 0
2.00371 2.91321e-08 0 0
2.00758 2.91876e-08 0 0
2.01145 2.92431e-08 0 0
2.01532 2.92986e-08 0 0
2.01919 2.93541e-08 0 0
2.02306 2.94095e-08 0 0
2.02692 2.9465e-08 0 0
2.03079 2.95205e-08 0 0
2.03466 2.95759e-08 0 0
2.03853 2.96314e-08 0 0
2.0424 2.96869e-08 0 0
2.04626 2.97423e-08 0 0
2.05013 2.97978e-08 0 0
2.054 2.98533e-08 0 0
2.05787 2.99087e-08 0 0
2.06174 2.99642e-08 0 0
2.0656 3.00197e-08 0 0
2.06947 3.00751e-08 0 0
2.07334 3.01306e-08 0 0
2.07721 3.01861e-08 0 0
2.08108 3.02416e-08 0 0
2.08495 3.0297e-08 0 0
2.08881 3.03525e-08 0 0
2.09268 3.0408e-08 0 0
2.09655 3.04635e-08 0 0
2.10042 3.0519e-08 0 0
2.10429 3.05745e-08 0 0
2.10815 3.063e-08 0 0
2.11202 3.06855e-08 0 0
2.11589 3.0741e-08 0 0
2.11976 3.07965e-08 0 0
2.12363 3.08521e-08 0 0
2.1275 3.09076e-08 0 0
2.13136 3.09631e-08 0 0
2.13523 3.10187e-08 0 0
2.1391 3.10742e-08 0 0
2.14297 3.11298e-08 0 0
2.14684 3.11853e-08 0 0
2.1507 3.12409e-08 0 0
2.15457 3.12965e-08 0 0
2.15844 3.13521e-08 0 0
2.16231 3.14077e-08 0 0
2.16618 3.14633e-08 0 0
2.17005 3.15189e-08 0 0
2.17391 3.15746e-08 0 0
2.17778 3.16302e-08 0 0
2.18165 3.16859e-08 0 0
2.18552 3.17415e-08 0 0
2.18939 3.17972e-08 0 0
2.19325 3.18529e-08 0 0
2.19712 3.19086e-08 0 0
2.20099 3.19643e-08 0 0
2.20486 3.202e-08 0 0
2.20873 3.20758e-08 0 0
2.2126 3.21315e-08 0 0
2.21646 3.21873e-08 0 0
2.22033 3.22431e-08 0 0
2.2242 3.22989e-08 0 0
2.22807 3.23547e-08 0 0
2.23194 3.24105e-08 0 0
2.2358 3.24663e-08 0 0
2.23967 3.25222e-08 0 0
2.24354 3.25781e-08 0 0
2.24741 3.26339e-08 0 0
2.25128 3.26898e-08 0 0
2.25515 3.27458e-08 0 0
2.25901 3.28017e-08 0 0
2.26288 3.28576e-08 0 0
2.26675 3.29136e-08 0 0
2.27062 3.29696e-08 0 0
2.27449 3.30256e-08 0 0
2.27835 3.30816e-08 0 0
2.28222 3.31376e-08 0 0
2.28609 3.31937e-08 0 0
2.28996 3.32498e-08 0 0
2.29383 3.33059e-08 0 0
2.2977 3.3362e-08 0 0
2.30156 3.34181e-08 0 0
2.30543 3.34743e-08 0 0
2.3093 3.35304e-08 0 0
2.31317 3.35866e-08 0 0
2.31704 3.36428e-08 0 0
2.3209 3.3699e-08 0 0
2.32477 3.37553e-08 0 0
2.32864 3.38116e-08 0 0
2.33251 3.38679e-08 0 0
2.33638 3.39242e-08 0 0
2.34025 3.39805e-08 0 0
2.34411 3.40369e-08 0 0
2.34798 3.40932e-08 0 0
2.35185 3.41496e-08 0 0
2.35572 3.42061e-08 0 0
2.35959 3.42625e-08 0 0
2.36345 3.4319e-08 0 0
2.36732 3.43755e-08 0 0
2.37119 3.4432e-08 0 0
2.37506 3.44885e-08 0 0
2.37893 3.45451e-08 0 0
2.3828 3.46017e-08 0 0
2.38666 3.46583e-08 0 0
2.39053 3.47149e-08 0 0
2.3944 3.47716e-08 0 0
2.39827 3.48283e-08 0 0
2.40214 3.4885e-08 0 0
2.406 3.49417e-08 0 0
2.40987 3.49984e-08 0 0
2.41374 3.50552e-08 0 0
2.41761 3.5112e-08 0 0
2.42148 3.51689e-08 0 0
2.42535 3.52257e-08 0 0
2.42921 3.52826e-08 0 0
2.43308 3.53395e-08 0 0
2.43695 3.53964e-08 0 0
2.44082 3.54534e-08 0 0
2.44469 3.55104e-08 0 0
2.44855 3.55674e-08 0 0
2.45242 3.56244e-08 0 0
2.45629 3.56815e-08 0 0
2.46016 3.57386e-08 0 0
2.46403 3.57957e-08 0 0
2.4679 3.58529e-08 0 0
2.47176 3.591e-08 0 0
2.47563 3.59672e-08 0 0
2.4795 3.60245e-08 0 0
2.48337 3.60817e-08 0 0
2.48724 3.6139e-08 0 0
2.4911 3.61963e-08 0 0
2.49497 3.62537e-08 0 0
2.49884 3.6311e-08 0 0
2.50271 3.63684e-08 0 0
2.50658 3.64258e-08 0 0
2.51044 3.64833e-08 0 0
2.51431 3.65408e-08 0 0
2.51818 3.65983e-08 0 0
2.52205 3.66558e-08 0 0
2.52592 3.67134e-08 0 0
2.52979 3.67709e-08 0 0
2.53365 3.68286e-08 0 0
2.53752 3.68862e-08 0 0
2.54139 3.69439e-08 0 0
2.54526 3.70016e-08 0 0
2.54913 3.70593e-08 0 0
2.55299 3.71171e-08 0 0
2.55686 3.71749e-08 0 0
2.56073 3.72327e-08 0 0
2.5646 3.72905e-08 0 0
2.56847 3.73484e-08 0 0
2.57234 3.74063e-08 0 0
2.5762 3.74642e-08 0 0
2.58007 3.75222e-08 0 0
2.58394 3.75802e-08 0 0
2.58781 3.76382e-08 0 0
2.59168 3.76962e-08 0 0
2.59554 3.77543e-08 0 0
2.59941 3.78124e-08 0 0
2.60328 3.78706e-08 0 0
2.60715 3.79287e-08 0 0
2.61102 3.79869e-08 0 0
2.61489 3.80451e-08 0 0
2.61875 3.81034e-08 0 0
2.62262 3.81616e-08 0 0
2.62649 3.82199e-08 0 0
2.63036 3.82783e-08 0 0
2.63423 3.83366e-08 0 0
2.63809 3.8395e-08 0 0
2.64196 3.84534e-08 0 0
2.64583 3.85119e-08 0 0
2.6497 3.85703e-08 0 0
2.65357 3.86288e-08 0 0
2.65744 3.86874e-08 0 0
2.6613 3.87459e-08 0 0
2.66517 3.88045e-08 0 0
2.66904 3.88631e-08 0 0
2.67291 3.89217e-08 0 0
2.67678 3.89804e-08 0 0
2.68064 3.90391e-08 0 0
2.68451 3.90978e-08 0 0
2.68838 3.91566e-08 0 0
2.69225 3.92153e-08 0 0
2.69612 3.92741e-08 0 0
2.69999 3.93329e-08 0 0
2.70385 3.93918e-08 0 0
2.70772 3.94507e-08 0 0
2.71159 3.95096e-08 0 0
2.71546 3.95685e-08 0 0
2.71933 3.96275e-08 0 0
2.72319 3.96864e-08 0 0
2.72706 3.97455e-08 0 0
2.73093 3.98045e-08 0 0
2.7348 3.98635e-08 0 0
2.73867 3.99226e-08 0 0
2.74254 3.99817e-08 0 0
2.7464 4.00409e-08 0 0
2.75027 4.01e-08 0 0
2.75414 4.01592e-08 0 0
2.75801 4.02184e-08 0 0
2.76188 4.02776e-08 0 0
2.76574 4.03369e-08 0 0
2.76961 4.03962e-08 0 0
2.77348 4.04555e-08 0 0
2.77735 4.05148e-08 0 0
2.78122 4.05741e-08 0 0
2.78509 4.06335e-08 0 0
2.78895 4.06929e-08 0 0
2.79282 4.07523e-08 0 0
2.79669 4.08117e-08 0 0
2.80056 4.08712e-08 0 0
2.80443 4.09307e-08 0 0
2.80829 4.09901e-08 0 0
2.81216 4.10497e-08 0 0
2.81603 4.11092e-08 0 0
2.8199 4.11688e-08 0 0
2.82377 4.12283e-08 0 0
2.82764 4.12879e-08 0 0
2.8315 4.13475e-08 0 0
2.83537 4.14072e-08 0 0
2.83924 4.14668e-08 0 0
2.84311 4.15265e-08 0 0
2.84698 4.15862e-08 0 0
2.85084 4.16459e-08 0 0
2.85471 4.17056e-08 0 0
2.85858 4.17654e-08 0 0
2.86245 4.18251e-08 0 0
2.86632 4.18849e-08 0 0
2.87019 4.19447e-08 0 0
2.87405 4.20045e-08 0 0
2.87792 4.20643e-08 0 0
2.88179 4.21242e-08 0 0
2.88566 4.2184e-08 0 0
2.88953 4.22439e-08 0 0
2.89339 4.23038e-08 0 0
2.89726 4.23637e-08 0 0
2.90113 4.24236e-08 0 0
2.905 4.24835e-08 0 0
2.90887 4.25434e-08 0 0
2.91274 4.26034e-08 0 0
2.9166 4.26633e-08 0 0
2.92047 4.27233e-08 0 0
2.92434 4.27833e-08 0 0
2.92821 4.28433e-08 0 0
2.93208 4.29033e-08 0 0
2.93594 4.29633e-08 0 0
2.93981 4.30233e-08 0 0
2.94368 4.30833e-08 0 0
2.94755 4.31433e-08 0 0
2.95142 4.32034e-08 0 0
2.95528 4.32634e-08 0 0
2.95915 4.33235e-08 0 0
2.96302 4.33835e-08 0 0
2.96689 4.34436e-08 0 0
2.97076 4.35037e-08 0 0
2.97463 4.35637e-08 0 0
2.97849 4.36238e-08 0 0
2.98236 4.36839e-08 0 0
2.98623 4.3744e-08 0 0
2.9901 4.38041e-08 0 0
2.99397 4.38642e-08 0 0
2.99783 4.39243e-08 0 0
3.0017 4.39844e-08 0 0
3.00557 4.40445e-08 0 0
3.00944 4.41046e-08 0 0
3.01331 4.41646e-08 0 0
3.01718 4.42247e-08 0 0
3.02104 4.42848e-08 0 0
3.02491 4.43449e-08 0 0
3.02878 4.4405e-08 0 0
3.03265 4.44651e-08 0 0
3.03652 4.45252e-08 0 0
3.04038 4.45853e-08 0 0
3.04425 4.46453e-08 0 0
3.04812 4.47054e-08 0 0
3.05199 4.47655e-08 0 0
3.05586 4.48255e-08 0 0
3.05973 4.48856e-08 0 0
3.06359 4.49456e-08 0 0
3.06746 4.50056e-08 0 0
3.07133 4.50657e-08 0 0
3.0752 4.51257e-08 0 0
3.07907 4.51857e-08 0 0
3.08293 4.52457e-08 0 0
3.0868 4.53057e-08 0 0
3.09067 4.53656e-08 0 0
3.09454 4.54256e-08 0 0
3.09841 4.54855e-08 0 0
3.10228 4.55454e-08 0 0
3.10614 4.56054e-08 0 0
3.11001 4.56653e-08 0 0
3.11388 4.57251e-08 0 0
3.11775 4.5785e-08 0 0
3.12162 4.58449e-08 0 0
3.12548 4.59047e-08 0 0
3.12935 4.59645e-08 0 0
3.13322 4.60243e-08 0 0
3.13709 4.60841e-08 0 0
3.14096 4.61438e-08 0 0
3.14483 4.62035e-08 0 0
3.14869 4.62633e-08 0 0
3.15256 4.63229e-08 0 0
3.15643 4.63826e-08 0 0
3.1603 4.64422e-08 0 0
